,PyRadiomics/Versions/diagnostics,Numpy/Versions/diagnostics,SimpleITK/Versions/diagnostics,PyWavelet/Versions/diagnostics,Python/Versions/diagnostics,Settings/Configuration/diagnostics,EnabledImageTypes/Configuration/diagnostics,Hash/Image-original/diagnostics,Dimensionality/Image-original/diagnostics,Spacing/Image-original/diagnostics,Size/Image-original/diagnostics,Mean/Image-original/diagnostics,Minimum/Image-original/diagnostics,Maximum/Image-original/diagnostics,Hash/Mask-original/diagnostics,Spacing/Mask-original/diagnostics,Size/Mask-original/diagnostics,BoundingBox/Mask-original/diagnostics,VoxelNum/Mask-original/diagnostics,VolumeNum/Mask-original/diagnostics,CenterOfMassIndex/Mask-original/diagnostics,CenterOfMass/Mask-original/diagnostics,10Percentile/firstorder/original,90Percentile/firstorder/original,Energy/firstorder/original,Entropy/firstorder/original,InterquartileRange/firstorder/original,Kurtosis/firstorder/original,Maximum/firstorder/original,MeanAbsoluteDeviation/firstorder/original,Mean/firstorder/original,Median/firstorder/original,Minimum/firstorder/original,Range/firstorder/original,RobustMeanAbsoluteDeviation/firstorder/original,RootMeanSquared/firstorder/original,Skewness/firstorder/original,TotalEnergy/firstorder/original,Uniformity/firstorder/original,Variance/firstorder/original,Autocorrelation/glcm/original,ClusterProminence/glcm/original,ClusterShade/glcm/original,ClusterTendency/glcm/original,Contrast/glcm/original,Correlation/glcm/original,DifferenceAverage/glcm/original,DifferenceEntropy/glcm/original,DifferenceVariance/glcm/original,Id,Idm/glcm/original,Idmn/glcm/original,Idn/glcm/original,Imc1/glcm/original,Imc2/glcm/original,InverseVariance/glcm/original,JointAverage/glcm/original,JointEnergy/glcm/original,JointEntropy/glcm/original,MCC/glcm/original,MaximumProbability/glcm/original,SumAverage/glcm/original,SumEntropy/glcm/original,SumSquares/glcm/original,DependenceEntropy/gldm/original,DependenceNonUniformity/gldm/original,DependenceNonUniformityNormalized/gldm/original,DependenceVariance/gldm/original,GrayLevelNonUniformity/gldm/original,GrayLevelVariance/gldm/original,HighGrayLevelEmphasis/gldm/original,LargeDependenceEmphasis/gldm/original,LargeDependenceHighGrayLevelEmphasis/gldm/original,LargeDependenceLowGrayLevelEmphasis/gldm/original,LowGrayLevelEmphasis/gldm/original,SmallDependenceEmphasis/gldm/original,SmallDependenceHighGrayLevelEmphasis/gldm/original,SmallDependenceLowGrayLevelEmphasis/gldm/original,GrayLevelNonUniformity/glrlm/original,GrayLevelNonUniformityNormalized/glrlm/original,GrayLevelVariance/glrlm/original,HighGrayLevelRunEmphasis/glrlm/original,LongRunEmphasis/glrlm/original,LongRunHighGrayLevelEmphasis/glrlm/original,LongRunLowGrayLevelEmphasis/glrlm/original,LowGrayLevelRunEmphasis/glrlm/original,RunEntropy/glrlm/original,RunLengthNonUniformity/glrlm/original,RunLengthNonUniformityNormalized/glrlm/original,RunPercentage/glrlm/original,RunVariance/glrlm/original,ShortRunEmphasis/glrlm/original,ShortRunHighGrayLevelEmphasis/glrlm/original,ShortRunLowGrayLevelEmphasis/glrlm/original,GrayLevelNonUniformity/glszm/original,GrayLevelNonUniformityNormalized/glszm/original,GrayLevelVariance/glszm/original,HighGrayLevelZoneEmphasis/glszm/original,LargeAreaEmphasis/glszm/original,LargeAreaHighGrayLevelEmphasis/glszm/original,LargeAreaLowGrayLevelEmphasis/glszm/original,LowGrayLevelZoneEmphasis/glszm/original,SizeZoneNonUniformity/glszm/original,SizeZoneNonUniformityNormalized/glszm/original,SmallAreaEmphasis/glszm/original,SmallAreaHighGrayLevelEmphasis/glszm/original,SmallAreaLowGrayLevelEmphasis/glszm/original,ZoneEntropy/glszm/original,ZonePercentage/glszm/original,ZoneVariance/glszm/original,Busyness/ngtdm/original,Coarseness/ngtdm/original,Complexity/ngtdm/original,Contrast/ngtdm/original,Strength/ngtdm/original
Segmentation_segment_Segment_1,v3.1.0.post2+g146e3bd,1.26.4,2.4.0rc2.dev213,1.6.0,3.9.10,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}",{'Original': {}},03622b8a51d5dbd498262e491b8e1fb9bad19ae5,3D,"(0.8984375000000002, 0.8984375000000001, 0.9000000158945809)","(256, 256, 192)",31.9230641523997,0.0,432.0,68b54422f8f628da1d7a31506360f06629dbfec0,"(0.8984375000000002, 0.8984375000000001, 0.9000000158945809)","(256, 256, 192)","(84, 84, 142, 44, 84, 1)",2792,1,"(107.79405444126074, 126.00107449856733, 142.0)","(-23.681055700165274, 14.125224537122875, 39.12475246960836)",99.0,152.0,46514756.0,1.8566614639014642,33.0,2.8680564583084784,178.0,17.35254944540685,127.38037249283667,130.0,24.0,154.0,13.28413585198966,129.07367235026206,-0.4766235387535847,33791619.44993123,0.3183943481580611,434.25359756898536,32.39425849100156,22.050821237705158,-1.745451088593563,2.7144579772572652,0.37994402151167816,0.7541914261368348,0.3450039347946109,1.0031127135243534,0.2591477626846899,0.8331356879183986,0.8309920412744012,0.9942073583254516,0.9620499510173628,-0.3410382686746931,0.8419396778472226,0.3161851211383183,5.640088216142493,0.17774544407161003,3.0506882871411682,0.769742930771255,0.3316583772246604,11.280176432284987,2.6196392773652826,0.7736004996922359,4.693138037901113,383.019340974212,0.13718457771282666,4.98848531621251,888.9570200573066,0.7944285145442156,32.37464183381089,43.66690544412607,1457.6883954154728,1.4131354272248537,0.03500731357490464,0.060559888134655335,1.8961566686727223,0.0027599847090450077,258.70630389807343,0.26642979014433116,1.066140740306327,31.026978106300007,19.414647870784197,652.4428474955903,0.6181594655111099,0.0388639020376765,4.527745817204185,267.198045233093,0.27153390987430476,0.34760028653295133,10.83358059932811,0.5255800403924108,15.90409733381063,0.022024855377553422,26.666666666666668,0.21164021164021163,1.909800957420005,30.523809523809526,12299.380952380952,437708.7619047619,355.38788825450814,0.05169102958643775,25.174603174603174,0.199798437893676,0.4503692522393474,14.371775313477205,0.02776732434604905,5.092896746059914,0.04512893982808023,11808.371630133533,3.8358149794367042,0.00441458399444581,9.00960031778538,0.008308614037219435,0.14281581228132847
